Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width
532,11998,6.374,7.782,6.77,10.029,4.235,9.494,3.9,6.636,150.561,31.904,24.448,34.635,23.108,0.819,2.368,0.422,0.635,0.404,0.411,0.671,0.921,0.079,0.945,0.751,0,0.098,0,127.617,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.481,0.675,1.599,0.625,138.54,5.503,20.704,2.435,9.811,3.276
355,9564,6.543,8.145,6.835,10.097,4.2,9.533,4.039,6.252,151.761,33.625,25.588,36.449,23.556,0.803,2.404,0.416,0.648,0.42,0.424,0.645,0.923,0.077,0.921,0.793,0,0.093,0,134.498,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.477,0.677,1.628,0.614,145.795,5.517,26.753,2.36,10.523,3.838
316,9200,5.199,5.577,4.745,6.716,4.185,6.657,4.185,4.697,69.825,21.229,17.52,21.726,17.172,0.932,1.604,0.623,0.774,0.599,0.629,0.869,0.977,0.023,0.98,0.755,0,0.1,0,84.916,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.415,0.706,1.134,0.882,86.904,4.465,16.125,1.591,0,0
12,4811,4.728,5.342,4.742,5.706,4.175,5.553,3.889,4.657,59.137,17.554,16.781,18.682,15.846,0.885,1.367,0.732,0.829,0.687,0.7,0.783,0.94,0.06,0.944,0.737,0,0.1,0,70.214,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.203,0.831,1.136,0.88,74.729,4.458,19.079,1.428,5.341,2.928
348,9490,5.929,6.591,5.322,8.541,4.168,8.648,4.012,5.266,99.206,27.607,20.706,28.272,20.293,0.9,2.049,0.488,0.694,0.482,0.464,0.809,0.976,0.024,0.98,0.775,0,0.098,0,110.429,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.605,0.623,1.277,0.783,113.09,4.745,16.702,2.155,5.913,4.354
221,8223,7.38,8.996,8.311,10.401,4.168,10.078,4.202,7.81,188.638,42.774,28.261,47.396,25.439,0.82,2.495,0.401,0.71,0.503,0.417,0.673,0.902,0.098,0.9,0.987,0,0.169,0,171.095,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.251,0.799,1.994,0.501,189.585,6.24,15.906,2.398,12.42,4.322
99,6465,5.837,6.048,6.116,7.862,4.165,7.367,4.275,6.034,104.868,26.762,18.999,26.927,18.819,0.965,1.888,0.53,0.742,0.551,0.58,0.932,0.994,0.006,0.991,0.817,0,0.099,0,107.047,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.286,0.778,1.468,0.681,107.709,5.141,13.375,1.723,0,0
55,5786,6.102,7.056,4.955,10.204,4.163,9.798,4.084,4.882,110.201,29.248,22.166,29.858,21.842,0.865,2.451,0.408,0.598,0.358,0.417,0.748,0.98,0.02,0.985,0.689,0,0.094,0,116.993,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.059,0.486,1.19,0.84,119.433,4.559,13.765,2.399,8.145,3.768
560,12581,5.009,5.32,4.436,6.655,4.154,6.272,4.002,4.48,64.216,19.708,16.713,19.905,16.525,0.942,1.602,0.624,0.753,0.567,0.638,0.887,0.99,0.01,0.989,0.713,0,0.12,0,78.833,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.5,0.667,1.068,0.936,79.621,4.295,22.208,1.567,0,0
373,9731,6.442,7.359,6.045,9.992,4.15,9.827,4.085,5.546,131.26,32.593,23.118,33.859,22.47,0.875,2.408,0.415,0.645,0.416,0.416,0.766,0.963,0.037,0.972,0.786,0,0.102,0,130.373,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.653,0.605,1.457,0.686,135.435,5.098,21.696,2.405,7.437,5.532
407,10142,5.535,6.114,5.909,8.05,4.138,7.45,4.2,5.912,103.068,24.065,19.207,24.725,18.644,0.905,1.945,0.514,0.688,0.473,0.564,0.82,0.973,0.027,0.971,0.722,0,0.103,0,96.261,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.362,0.734,1.428,0.7,98.899,5.024,17.174,1.774,6.04,4.602
54,5764,6.886,7.635,7.295,9.421,4.128,8.589,3.999,7.251,148.528,37.239,23.986,38.602,23.176,0.902,2.282,0.438,0.731,0.534,0.466,0.813,0.965,0.035,0.966,0.958,0,0.087,0,148.956,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.291,0.774,1.767,0.566,154.407,5.711,19.552,2.148,5.84,3.926
425,10295,5.85,6.113,5.637,7.332,4.119,7.188,4.077,5.705,89.136,26.878,19.205,27.021,19.042,0.957,1.78,0.562,0.798,0.637,0.567,0.916,0.995,0.005,0.991,0.89,0,0.116,0,107.512,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.301,0.769,1.369,0.731,108.084,4.878,16.19,1.763,0,0
538,12085,5.809,6.278,6.198,7.986,4.11,7.628,4.042,6.197,106.505,26.499,19.721,27.358,19.29,0.925,1.943,0.515,0.727,0.529,0.53,0.856,0.969,0.031,0.978,0.807,0,0.097,0,105.995,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.289,0.776,1.508,0.663,109.432,5.154,22.558,1.887,5.115,3.929
545,12266,4.988,5.51,4.407,7.366,4.101,7.627,4.18,4.299,69.72,19.539,17.311,20.302,17.108,0.905,1.796,0.557,0.677,0.458,0.548,0.819,0.962,0.038,0.988,0.647,0,0.108,0,78.156,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.671,0.598,1.075,0.931,81.21,4.254,19.231,1.824,5.957,3.884
135,6992,6.504,7.287,6.635,9.127,4.091,8.459,3.919,6.873,129.725,33.226,22.893,34.643,22.315,0.893,2.231,0.448,0.713,0.508,0.463,0.797,0.959,0.041,0.975,0.89,0,0.1,0,132.902,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.375,0.727,1.622,0.617,138.571,5.363,13.981,2.159,6.513,3.45
30,5307,5.322,5.887,5.424,7.245,4.088,6.834,4.033,5.312,84.119,22.248,18.494,22.674,18.325,0.904,1.772,0.564,0.735,0.54,0.59,0.817,0.981,0.019,0.991,0.751,0,0.097,0,88.993,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.336,0.749,1.327,0.754,90.694,4.756,12.254,1.695,5.369,4.541
248,8530,5.443,5.761,5.454,7.112,4.081,6.846,4.146,5.349,82.892,23.266,18.1,23.485,17.941,0.945,1.743,0.574,0.765,0.586,0.606,0.892,0.991,0.009,0.991,0.802,0,0.096,0,93.066,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.304,0.767,1.336,0.748,93.942,4.768,11.429,1.651,0,0
488,11186,4.712,4.93,4.541,6.547,4.075,6.061,4.191,4.59,63.43,17.435,15.488,17.609,15.335,0.956,1.607,0.622,0.72,0.518,0.691,0.913,0.99,0.01,0.99,0.654,0,0.106,0,69.74,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.442,0.694,1.114,0.897,70.438,4.308,19.324,1.446,0,0
224,8260,5.337,5.809,4.17,8.292,4.053,8.265,3.954,4.124,73.38,22.374,18.251,22.527,18.071,0.919,2.046,0.489,0.644,0.414,0.478,0.844,0.993,0.007,0.99,0.666,0,0.101,0,89.497,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.988,0.503,1.029,0.972,90.106,4.112,25.663,2.09,5.352,4.73
552,12424,5.003,5.254,4.834,6.557,4.008,6.555,3.932,4.77,66.526,19.659,16.504,19.755,16.412,0.952,1.636,0.611,0.763,0.582,0.6,0.907,0.995,0.005,0.994,0.748,0,0.165,0,78.636,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.357,0.737,1.206,0.829,79.021,4.421,13.509,1.667,0,0
550,12403,5.255,5.509,4.859,6.973,4.008,6.775,3.917,4.791,71.109,21.692,17.307,22.003,17.114,0.954,1.74,0.575,0.754,0.568,0.578,0.91,0.986,0.014,0.989,0.776,0,0.095,0,86.768,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.435,0.697,1.212,0.825,88.012,4.434,17.179,1.73,0,0
387,9904,5.353,5.875,4.81,8.005,3.959,7.904,4.023,4.807,79.807,22.505,18.456,22.723,18.261,0.911,2.022,0.495,0.669,0.447,0.509,0.83,0.99,0.01,0.989,0.71,0,0.109,0,90.019,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.664,0.601,1.215,0.823,90.892,4.384,17.424,1.965,0,0
270,8765,6.546,6.832,6.377,8.027,3.958,7.879,4.04,6.499,106.087,33.655,21.465,33.912,21.258,0.958,2.028,0.493,0.815,0.665,0.513,0.918,0.992,0.008,0.99,1.059,0,0.09,0,134.619,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.259,0.794,1.611,0.621,135.648,5.167,22.813,1.95,0,0
35,5486,5.052,5.227,4.775,6.496,3.953,6.403,3.981,4.647,64.203,20.042,16.422,20.144,16.272,0.966,1.644,0.608,0.778,0.605,0.622,0.934,0.995,0.005,0.991,0.78,0,0.099,0,80.168,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.36,0.735,1.208,0.828,80.575,4.364,22.353,1.608,0,0
24,5192,4.532,4.596,4.543,4.907,3.953,4.813,3.959,4.61,46.14,16.133,14.439,16.167,14.345,0.986,1.241,0.806,0.924,0.853,0.823,0.972,0.998,0.002,0.994,0.832,0,0.095,0,64.533,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.08,0.926,1.149,0.87,64.666,4.248,15.385,1.216,0,0
68,6029,4.641,4.774,4.558,5.855,3.923,5.658,4.028,4.429,54.806,16.916,14.997,16.973,14.948,0.972,1.493,0.67,0.793,0.628,0.712,0.945,0.997,0.003,0.997,0.737,0,0.092,0,67.666,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.285,0.778,1.162,0.861,67.893,4.24,7.4,1.405,0,0
155,7237,5.975,6.676,5.67,9.747,3.869,9.19,3.547,5.422,111.975,28.04,20.974,28.918,20.49,0.895,2.519,0.397,0.613,0.376,0.386,0.801,0.97,0.03,0.977,0.743,0,0.095,0,112.159,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.719,0.582,1.466,0.682,115.674,4.77,17.662,2.591,7.305,5.052
437,10406,4.584,4.698,4.314,5.926,3.833,5.937,3.783,4.367,51.313,16.505,14.758,16.556,14.641,0.976,1.546,0.647,0.774,0.598,0.637,0.952,0.997,0.003,0.992,0.727,0,0.101,0,66.02,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.374,0.728,1.125,0.889,66.224,4.074,22.113,1.57,0,0
485,11178,6.343,7.074,5.663,9.595,3.819,9.725,3.896,5.438,108.658,31.601,22.225,32.134,21.867,0.897,2.512,0.398,0.661,0.437,0.401,0.804,0.983,0.017,0.984,0.862,0,0.097,0,126.404,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.694,0.59,1.483,0.674,128.536,4.741,12.929,2.496,7.351,3.957
173,7541,4.888,5.346,5.154,6.895,3.819,6.759,3.877,5.039,71.061,18.766,16.794,19.182,16.63,0.914,1.805,0.554,0.709,0.503,0.574,0.836,0.978,0.022,0.99,0.713,0,0.107,0,75.065,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.338,0.747,1.349,0.741,76.727,4.487,20.694,1.743,0,0
556,12504,4.746,5.127,4.592,6.665,3.811,6.624,3.568,4.535,61.067,17.692,16.107,18.273,15.694,0.926,1.749,0.572,0.712,0.507,0.539,0.857,0.968,0.032,0.974,0.697,0,0.103,0,70.768,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.452,0.689,1.205,0.83,73.093,4.201,17.26,1.856,0,0
112,6681,5.085,5.29,5.273,6.23,3.802,6.112,3.764,5.483,65.392,20.31,16.619,20.538,16.423,0.961,1.639,0.61,0.816,0.666,0.616,0.924,0.989,0.011,0.988,0.857,0,0.098,0,81.24,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.182,0.846,1.387,0.721,82.153,4.537,18.769,1.624,0,0
507,11522,5.52,6.024,5.254,6.985,3.8,6.664,3.855,5.33,73.018,23.933,18.925,24.689,18.716,0.916,1.838,0.544,0.79,0.624,0.578,0.84,0.969,0.031,0.989,0.902,0,0.092,0,95.732,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.33,0.752,1.383,0.723,98.757,4.527,14.324,1.729,5.061,3.797
216,8138,4.709,5.097,4.469,6.299,3.788,6.166,3.673,4.294,55.831,17.417,16.012,17.73,15.844,0.924,1.663,0.601,0.748,0.559,0.596,0.854,0.982,0.018,0.99,0.73,0,0.117,0,69.668,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.409,0.71,1.18,0.848,70.92,4.128,19.881,1.679,0,0
436,10391,4.405,4.621,4.048,5.63,3.788,5.515,3.679,4.081,45.201,15.24,14.518,15.336,14.384,0.953,1.486,0.673,0.782,0.612,0.667,0.909,0.994,0.006,0.991,0.715,0,0.166,0,60.962,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.391,0.719,1.069,0.936,61.342,3.918,16.667,1.499,0,0
260,8617,5.461,6.382,4.285,9.433,3.781,9.214,3.652,4.369,80.012,23.427,20.049,24.073,19.721,0.856,2.495,0.401,0.579,0.335,0.396,0.732,0.973,0.027,0.984,0.657,0,0.104,0,93.707,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.201,0.454,1.133,0.882,96.294,4.033,18.471,2.523,7.69,3.407
58,5847,4.417,4.797,4.032,5.762,3.778,5.847,3.768,4.078,45.958,15.326,15.071,15.818,14.786,0.921,1.525,0.656,0.767,0.588,0.645,0.848,0.969,0.031,0.981,0.704,0,0.103,0,61.304,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.429,0.7,1.067,0.937,63.274,3.905,20,1.551,0,0
526,11852,5.591,6.061,5.558,7.417,3.769,7.538,3.793,5.548,81.347,24.547,19.041,25.222,18.727,0.922,1.968,0.508,0.754,0.568,0.503,0.851,0.973,0.027,0.984,0.878,0,0.102,0,98.188,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.335,0.749,1.475,0.678,100.887,4.663,17.529,1.987,5.337,3.974
128,6899,4.834,5.039,4.759,5.87,3.764,5.56,3.825,4.649,55.045,18.354,15.83,18.526,15.72,0.959,1.56,0.641,0.824,0.678,0.688,0.92,0.991,0.009,0.993,0.831,0,0.12,0,73.416,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.234,0.811,1.264,0.791,74.103,4.261,12.787,1.454,0,0
140,7068,4.821,5.613,3.831,7.51,3.761,7.869,3.6,3.85,56.652,18.254,17.634,19.325,16.865,0.859,1.997,0.501,0.642,0.412,0.458,0.738,0.945,0.055,0.956,0.646,0,0.1,0,73.015,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.96,0.51,1.019,0.982,77.3,3.796,24.948,2.186,6.704,3.152
193,7896,5.022,5.928,4.42,8.041,3.756,7.725,3.618,4.532,69.885,19.808,18.624,21.411,18.062,0.847,2.141,0.467,0.625,0.39,0.468,0.718,0.925,0.075,0.97,0.656,0,0.1,0,79.23,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.819,0.55,1.177,0.85,85.644,4.088,14.691,2.135,7.327,3.024
468,10863,7.571,8.639,8.034,11.789,3.722,11.402,3.749,7.942,184.588,45.017,27.14,47.443,26.285,0.876,3.167,0.316,0.642,0.412,0.329,0.768,0.949,0.051,0.969,1.026,0,0.094,0,180.066,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.467,0.682,2.159,0.463,189.773,5.878,17.293,3.042,9.099,6.715
480,11116,6.16,6.318,6.493,7.078,3.718,7.055,3.762,6.465,89.471,29.806,19.848,29.923,19.654,0.975,1.903,0.525,0.87,0.758,0.533,0.951,0.996,0.004,0.99,1.133,0,0.089,0,119.225,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.09,0.917,1.746,0.573,119.693,5.106,18.158,1.876,0,0
90,6267,4.878,5.127,4.594,6.277,3.716,6.388,3.614,4.46,56.109,18.686,16.106,18.996,15.942,0.951,1.689,0.592,0.777,0.604,0.566,0.905,0.984,0.016,0.99,0.801,0,0.096,0,74.745,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.366,0.732,1.236,0.809,75.985,4.155,15.538,1.768,0,0
290,9003,5.169,6.066,5.147,7.087,3.715,7.05,3.5,4.891,70.96,20.986,19.056,22.258,17.772,0.852,1.907,0.524,0.729,0.532,0.496,0.726,0.943,0.057,0.933,0.797,0,0.099,0,83.943,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.377,0.726,1.385,0.722,89.031,4.431,27.807,2.015,6.454,3.951
32,5390,5.174,5.958,3.887,9.869,3.695,10.209,3.611,3.817,74.217,21.026,18.716,21.855,18.412,0.868,2.671,0.374,0.524,0.275,0.354,0.754,0.962,0.038,0.984,0.577,0,0.121,0,84.103,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.539,0.394,1.052,0.95,87.419,3.791,16.333,2.828,8.202,3.408
497,11412,4.857,5.448,3.962,7.166,3.693,6.911,3.63,3.928,54.898,18.532,17.116,18.971,16.805,0.892,1.94,0.515,0.678,0.46,0.525,0.795,0.977,0.023,0.982,0.7,0,0.102,0,74.126,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.809,0.553,1.073,0.932,75.883,3.827,19.61,1.904,5.298,3.56
583,13028,4.419,4.722,4.149,5.484,3.692,5.589,3.863,4.13,43.989,15.34,14.835,15.553,14.719,0.936,1.485,0.673,0.806,0.649,0.691,0.876,0.986,0.014,0.992,0.758,0,0.108,0,61.359,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.322,0.757,1.124,0.89,62.212,3.921,13.485,1.447,0,0
338,9403,5.021,5.336,4.774,6.957,3.666,7.052,3.719,4.85,63.748,19.798,16.763,19.981,16.607,0.941,1.897,0.527,0.722,0.521,0.527,0.885,0.991,0.009,0.991,0.776,0,0.102,0,79.19,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.457,0.686,1.302,0.768,79.925,4.22,21.622,1.896,0,0
166,7383,4.674,4.921,4.444,5.759,3.657,5.844,3.56,4.524,49.011,17.161,15.458,17.31,15.373,0.95,1.575,0.635,0.812,0.659,0.609,0.902,0.991,0.009,0.994,0.815,0,0.093,0,68.645,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.296,0.772,1.215,0.823,69.24,4.051,13.043,1.642,0,0
