Id,Img Id,Da,Dp,FWidth,FLength,FThickness,ELength,EThickness,EWidth,Volume,Area,Perimeter,CHull  Area,CHull Perimeter,Sphericity,L/T Ratio,T/L Aspect Ratio,Compactness,Roundness,Ellipse Ratio,Circularity,Solidity,Concavity,Convexity,Extent,hash,Transparency,Curvature,Surface Area,Filter0,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,L/W Ratio,W/L Ratio,W/T Ratio,T/W Ratio,CHull Surface Area,Sieve,Angularity,Ellipticity,Fiber Length,Fiber Width
1694,11319,3.555,9.314,3.83,7.067,3.438,7.34,3.321,3.552,48.719,9.927,29.261,17.424,16.275,0.382,2.056,0.486,0.503,0.253,0.452,0.146,0.57,0.43,0.556,0.409,0,0.323,0,39.707,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.845,0.542,1.114,0.898,69.696,3.634,28.815,2.21,18.373,0.527
543,7398,3.871,4.924,3.772,5.736,3.429,5.491,3.352,3.654,38.839,11.766,15.471,13.202,13.613,0.786,1.673,0.598,0.675,0.455,0.61,0.618,0.891,0.109,0.88,0.598,0,0.17,0,47.065,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.521,0.658,1.1,0.909,52.807,3.6,28.158,1.638,6.323,2.074
2045,12897,4.667,6.334,3.636,8.113,3.358,7.879,3.042,3.258,51.856,17.104,19.898,19.159,18.011,0.737,2.416,0.414,0.575,0.331,0.386,0.543,0.893,0.107,0.905,0.628,0,0.144,0,68.414,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.232,0.448,1.083,0.924,76.637,3.497,25.049,2.59,8.962,1.851
3042,25537,4.25,4.564,3.888,5.366,3.309,5.108,3.527,4.17,36.149,14.185,14.337,14.63,14.111,0.931,1.622,0.617,0.792,0.627,0.691,0.867,0.97,0.03,0.984,0.799,0,0.153,0,56.738,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.38,0.725,1.175,0.851,58.521,3.599,19.677,1.448,0,0
2683,18270,3.638,3.825,3.453,4.032,3.257,3.974,3.282,3.464,23.743,10.393,12.017,10.671,11.863,0.951,1.238,0.808,0.902,0.814,0.826,0.904,0.974,0.026,0.987,0.791,0,0.152,0,41.573,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.168,0.856,1.06,0.943,42.683,3.355,19.808,1.211,0,0
3700,32501,3.864,4.394,3.732,5.232,3.22,4.981,3.166,3.627,32.92,11.727,13.803,12.368,13.048,0.879,1.625,0.615,0.739,0.545,0.635,0.773,0.948,0.052,0.945,0.696,0,0.16,0,46.908,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.402,0.713,1.159,0.863,49.47,3.476,27.015,1.574,4.437,2.478
1266,9690,3.758,4.264,3.308,5.604,3.217,5.519,3.181,3.251,31.222,11.09,13.397,11.67,12.633,0.881,1.742,0.574,0.671,0.45,0.576,0.776,0.95,0.05,0.943,0.615,0,0.159,0,44.359,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.694,0.59,1.028,0.973,46.681,3.262,26.842,1.735,5.221,2.616
3440,30168,3.972,4.218,3.636,5.453,3.211,5.149,3.458,3.763,33.341,12.389,13.251,12.553,13.139,0.942,1.698,0.589,0.728,0.53,0.672,0.887,0.987,0.013,0.992,0.708,0,0.149,0,49.558,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.5,0.667,1.132,0.883,50.212,3.424,20.185,1.489,0,0
1305,9849,3.903,4.363,3.423,5.499,3.166,5.523,2.838,3.375,31.202,11.965,13.707,12.49,13.252,0.895,1.737,0.576,0.71,0.504,0.514,0.8,0.958,0.042,0.967,0.687,0,0.158,0,47.858,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.607,0.622,1.081,0.925,49.96,3.294,22.857,1.946,4.47,2.101
1258,9675,3.995,4.236,3.91,5.125,3.165,4.987,2.974,4.022,33.21,12.536,13.309,12.681,13.179,0.943,1.619,0.618,0.78,0.608,0.596,0.889,0.989,0.011,0.99,0.773,0,0.165,0,50.144,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.311,0.763,1.235,0.809,50.724,3.538,21.25,1.677,0,0
2162,13573,4.623,6.564,3.585,7.742,3.155,7.942,2.662,3.357,45.857,16.787,20.62,19.089,17.96,0.704,2.454,0.408,0.597,0.357,0.335,0.496,0.879,0.121,0.871,0.687,0,0.175,0,67.148,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.16,0.463,1.136,0.88,76.356,3.37,24.615,2.984,8.866,1.608
2001,12706,4.215,5.009,4.783,5.881,3.154,5.687,3.199,4.755,46.448,13.953,15.736,15.111,14.294,0.841,1.865,0.536,0.717,0.514,0.563,0.708,0.923,0.077,0.908,0.752,0,0.142,0,55.813,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.23,0.813,1.516,0.659,60.442,3.968,22,1.778,6.962,2.633
3831,34259,4.168,4.913,3.892,5.66,3.138,5.324,2.945,3.985,36.194,13.646,15.435,14.44,14.198,0.848,1.804,0.554,0.736,0.542,0.553,0.72,0.945,0.055,0.92,0.768,0,0.145,0,54.583,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.454,0.688,1.24,0.806,57.76,3.515,31.154,1.808,5.359,2.439
1425,10204,3.517,3.749,3.548,4.377,3.131,4.27,3.229,3.471,25.459,9.714,11.776,10.024,11.514,0.938,1.398,0.715,0.804,0.646,0.756,0.88,0.969,0.031,0.978,0.709,0,0.177,0,38.855,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.234,0.811,1.133,0.883,40.097,3.34,19.4,1.322,0,0
953,8840,3.923,4.213,3.556,5.682,3.127,5.478,3.117,3.453,33.083,12.087,13.237,12.199,13.148,0.931,1.817,0.55,0.69,0.477,0.569,0.867,0.991,0.009,0.993,0.68,0,0.155,0,48.346,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.598,0.626,1.137,0.879,48.798,3.342,20.189,1.757,0,0
1439,10289,3.812,4.241,3.747,4.952,3.101,4.556,3.232,3.791,30.128,11.415,13.323,11.965,12.828,0.899,1.597,0.626,0.77,0.593,0.709,0.808,0.954,0.046,0.963,0.743,0,0.15,0,45.658,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.321,0.757,1.208,0.828,47.859,3.424,22.537,1.409,4.354,2.77
2607,17313,3.578,3.716,3.496,4.181,3.096,3.994,3.022,3.529,23.696,10.054,11.673,10.122,11.625,0.963,1.35,0.741,0.856,0.732,0.756,0.927,0.993,0.007,0.996,0.777,0,0.157,0,40.218,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.196,0.836,1.129,0.886,40.487,3.296,16.042,1.322,0,0
3829,34180,4.095,4.33,4.127,5.009,3.096,5.055,3.089,4.151,33.512,13.171,13.603,13.39,13.31,0.946,1.618,0.618,0.817,0.668,0.611,0.894,0.984,0.016,0.978,0.849,0,0.147,0,52.683,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.214,0.824,1.333,0.75,53.562,3.611,22.742,1.637,0,0
3965,36831,4.112,4.519,4.132,5.165,3.091,4.838,2.962,4.083,34.544,13.279,14.197,13.899,13.472,0.91,1.671,0.599,0.796,0.634,0.612,0.828,0.955,0.045,0.949,0.832,0,0.156,0,53.117,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.25,0.8,1.337,0.748,55.595,3.612,25.333,1.633,0,0
3031,25263,4.052,4.153,3.872,4.573,3.084,4.592,3.126,3.969,28.591,12.895,13.046,12.941,12.988,0.976,1.483,0.674,0.886,0.785,0.681,0.952,0.996,0.004,0.996,0.914,0,0.144,0,51.582,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.181,0.847,1.255,0.797,51.764,3.478,11.154,1.469,0,0
836,8493,3.804,4.36,3.808,5.142,3.055,4.687,2.989,3.646,31.318,11.368,13.696,12.04,13.075,0.873,1.683,0.594,0.74,0.547,0.638,0.762,0.944,0.056,0.955,0.724,0,0.154,0,45.472,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.35,0.74,1.246,0.802,48.162,3.431,23.085,1.568,4.254,2.94
7,3241,3.975,4.953,3.939,5.484,3.052,5.324,2.945,3.907,34.518,12.409,15.56,13.659,13.971,0.803,1.797,0.556,0.725,0.525,0.553,0.644,0.908,0.092,0.898,0.741,0,0.161,0,49.637,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.392,0.718,1.291,0.775,54.638,3.495,31.481,1.807,6.451,2.329
3144,27939,3.829,4.102,3.488,4.816,3.048,4.994,2.959,3.526,26.806,11.512,12.885,11.897,12.643,0.933,1.58,0.633,0.795,0.632,0.593,0.871,0.968,0.032,0.981,0.784,0,0.154,0,46.049,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.381,0.724,1.144,0.874,47.588,3.268,20.161,1.688,0,0
2837,20439,5.109,6.4,4.737,9.157,3.032,8.355,3.02,4.15,68.866,20.502,20.105,22.337,19.026,0.798,3.02,0.331,0.558,0.311,0.362,0.637,0.918,0.082,0.946,0.738,0,0.147,0,82.008,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.933,0.517,1.562,0.64,89.348,3.885,26.768,2.766,8.531,2.916
2316,14567,4.109,5.267,3.512,6.836,3.024,6.613,3.033,3.285,38.015,13.258,16.548,14.788,15.168,0.78,2.261,0.442,0.601,0.361,0.459,0.608,0.897,0.103,0.917,0.641,0,0.162,0,53.03,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.946,0.514,1.161,0.861,59.152,3.268,27,2.18,7.038,2.131
98,5257,3.855,4.782,3.58,5.814,3.009,5.717,2.878,3.425,32.799,11.672,15.022,13.071,13.851,0.806,1.932,0.518,0.663,0.44,0.503,0.65,0.893,0.107,0.922,0.667,0,0.171,0,46.686,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.624,0.616,1.19,0.84,52.286,3.295,24.824,1.986,6.092,2.315
177,5651,3.305,4.052,3.376,5.121,3.006,4.92,2.823,3.15,27.211,8.578,12.73,9.567,11.635,0.816,1.703,0.587,0.645,0.417,0.574,0.665,0.897,0.103,0.914,0.557,0,0.159,0,34.311,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.517,0.659,1.123,0.89,38.267,3.191,24,1.743,5.393,1.362
675,7891,4.295,4.784,4.145,5.715,2.994,5.715,2.858,4.06,37.129,14.49,15.031,14.975,14.406,0.898,1.909,0.524,0.752,0.565,0.5,0.806,0.968,0.032,0.958,0.847,0,0.164,0,57.961,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.379,0.725,1.385,0.722,59.902,3.569,26.25,2,4.796,2.559
3154,28093,3.796,4.107,3.403,5.229,2.99,5.312,3.061,3.321,27.855,11.316,12.902,11.661,12.576,0.924,1.749,0.572,0.726,0.527,0.576,0.854,0.97,0.03,0.975,0.724,0,0.15,0,45.265,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.537,0.651,1.138,0.878,46.644,3.196,24.31,1.736,0,0
3724,32871,3.973,4.457,3.365,6.104,2.99,5.884,2.888,3.323,32.151,12.397,14.001,12.901,13.688,0.891,2.042,0.49,0.651,0.424,0.491,0.795,0.961,0.039,0.978,0.679,0,0.156,0,49.587,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.814,0.551,1.126,0.888,51.604,3.177,21.558,2.037,4.667,3.073
467,7090,3.297,4.504,3.279,5.557,2.983,5.666,2.679,3.029,28.461,8.537,14.149,10.099,11.983,0.732,1.863,0.537,0.593,0.352,0.473,0.536,0.845,0.155,0.847,0.515,0,0.154,0,34.15,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.695,0.59,1.099,0.91,40.396,3.131,24.737,2.115,6.148,1.527
580,7580,3.249,3.337,3.145,3.624,2.959,3.543,2.988,3.187,17.662,8.289,10.482,8.385,10.369,0.974,1.225,0.817,0.896,0.803,0.843,0.948,0.989,0.011,0.989,0.773,0,0.152,0,33.155,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.152,0.868,1.063,0.941,33.539,3.052,21.6,1.186,0,0
2599,17210,3.414,5.79,3.153,6.429,2.945,6.014,2.531,2.891,31.259,9.155,18.19,11.709,13.727,0.59,2.183,0.458,0.531,0.282,0.421,0.348,0.782,0.218,0.755,0.483,0,0.31,0,36.621,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.039,0.49,1.07,0.934,46.836,3.049,29.5,2.376,8.647,1.084
779,8281,4.479,4.752,4.583,5.712,2.945,5.561,2.823,4.624,40.36,15.755,14.929,15.896,14.733,0.943,1.94,0.516,0.784,0.615,0.508,0.888,0.991,0.009,0.987,0.937,0,0.147,0,63.018,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.246,0.802,1.556,0.643,63.583,3.764,19.706,1.969,3.952,3.076
2819,20184,3.697,3.964,3.223,5.32,2.943,5.518,2.922,3.235,26.424,10.732,12.455,10.968,12.256,0.932,1.807,0.553,0.695,0.483,0.529,0.869,0.978,0.022,0.984,0.685,0,0.165,0,42.93,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.65,0.606,1.095,0.913,43.874,3.083,23.151,1.889,0,0
2632,17555,4.388,4.618,4.565,5.591,2.936,5.455,2.907,4.451,39.228,15.123,14.509,15.237,14.431,0.95,1.904,0.525,0.785,0.616,0.533,0.903,0.992,0.008,0.995,0.921,0,0.144,0,60.49,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.225,0.817,1.555,0.643,60.948,3.75,12.826,1.877,0,0
1145,9287,4.083,4.464,3.757,6.637,2.92,6.486,2.97,3.716,38.127,13.096,14.026,13.378,13.771,0.915,2.273,0.44,0.615,0.379,0.458,0.837,0.979,0.021,0.982,0.676,0,0.159,0,52.383,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.766,0.566,1.287,0.777,53.511,3.339,20.5,2.184,4.953,3.237
1356,9984,3.566,3.753,3.153,4.676,2.905,4.624,2.903,3.094,22.425,9.985,11.789,10.052,11.664,0.95,1.61,0.621,0.762,0.581,0.628,0.903,0.993,0.007,0.989,0.735,0,0.194,0,39.942,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.483,0.674,1.085,0.921,40.207,3.029,21.852,1.593,0,0
3232,28773,3.375,3.441,3.207,3.841,2.903,3.886,2.872,3.264,18.721,8.945,10.811,8.982,10.765,0.981,1.323,0.756,0.879,0.772,0.739,0.962,0.996,0.004,0.996,0.802,0,0.149,0,35.78,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.198,0.835,1.105,0.905,35.927,3.055,20,1.353,0,0
3512,30834,3.859,4.058,3.99,4.696,2.9,4.516,2.866,3.887,28.453,11.697,12.747,11.862,12.606,0.951,1.619,0.618,0.822,0.675,0.635,0.905,0.986,0.014,0.989,0.859,0,0.257,0,46.786,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.177,0.85,1.376,0.727,47.449,3.445,22.105,1.576,0,0
1151,9301,3.873,6.045,3.318,6.986,2.898,7.691,2.234,2.928,35.167,11.781,18.991,14.721,15.569,0.641,2.411,0.415,0.554,0.307,0.29,0.41,0.8,0.2,0.82,0.582,0,0.187,0,47.122,Reject,Reject,Reject,Reject,Reject,Reject,Reject,2.106,0.475,1.145,0.873,58.884,3.108,35.839,3.443,9.645,1.232
1704,11362,3.704,4.272,3.836,5.159,2.888,5.174,2.734,3.807,29.927,10.776,13.419,11.465,12.367,0.867,1.786,0.56,0.718,0.515,0.528,0.752,0.94,0.06,0.922,0.723,0,0.157,0,43.103,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.345,0.744,1.328,0.753,45.859,3.362,33.827,1.893,4.603,1.72
2305,14483,3.707,3.905,3.084,4.591,2.883,4.699,2.947,3.111,21.377,10.792,12.268,10.878,12.179,0.949,1.592,0.628,0.807,0.652,0.627,0.901,0.992,0.008,0.993,0.815,0,0.154,0,43.168,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.488,0.672,1.07,0.935,43.51,2.984,16.724,1.594,0,0
1309,9852,4.408,4.967,4.536,6.759,2.853,6.562,2.751,4.465,45.804,15.26,15.605,16.096,15.077,0.887,2.369,0.422,0.652,0.425,0.419,0.787,0.948,0.052,0.966,0.791,0,0.155,0,61.039,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.49,0.671,1.59,0.629,64.384,3.695,19.861,2.385,5.723,3.009
2088,13103,4.619,5.614,4.806,6.585,2.849,6.322,2.697,4.605,47.214,16.755,17.638,18.114,16.501,0.823,2.311,0.433,0.701,0.492,0.427,0.677,0.925,0.075,0.936,0.893,0,0.146,0,67.019,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.37,0.73,1.687,0.593,72.457,3.827,26.972,2.344,6.777,2.746
1889,12118,4.232,4.639,4.181,6.239,2.848,6.12,2.649,4.13,38.897,14.064,14.573,14.468,14.248,0.912,2.191,0.456,0.678,0.46,0.433,0.832,0.972,0.028,0.978,0.791,0,0.171,0,56.257,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.492,0.67,1.468,0.681,57.872,3.514,20.938,2.31,3.834,2.564
1751,11563,3.214,3.522,3.087,3.915,2.845,3.774,2.844,3.076,18.004,8.115,11.065,8.439,10.583,0.913,1.376,0.727,0.821,0.674,0.753,0.833,0.962,0.038,0.956,0.728,0,0.16,0,32.46,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.268,0.788,1.085,0.922,33.756,2.966,26.301,1.327,3.565,2.357
2273,14330,3.979,4.236,4.097,4.802,2.836,4.731,2.768,4.002,29.209,12.433,13.307,12.636,13.147,0.939,1.693,0.591,0.829,0.686,0.585,0.882,0.984,0.016,0.988,0.913,0,0.151,0,49.731,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.172,0.853,1.445,0.692,50.543,3.466,19.516,1.709,0,0
1964,12531,4.063,5.544,3.789,6.892,2.824,6.556,2.629,3.538,38.611,12.967,17.417,14.869,14.887,0.733,2.44,0.41,0.59,0.348,0.401,0.537,0.872,0.128,0.855,0.666,0,0.207,0,51.867,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.819,0.55,1.342,0.745,59.475,3.306,39.813,2.494,9.943,1.335
315,6369,3.282,3.756,3.299,4.494,2.819,4.027,2.715,3.331,21.885,8.46,11.801,9.071,11.317,0.874,1.594,0.627,0.73,0.533,0.674,0.763,0.933,0.067,0.959,0.668,0,0.162,0,33.84,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.362,0.734,1.17,0.855,36.283,3.059,26.071,1.484,3.845,2.592
2318,14587,3.446,4.222,3.314,4.934,2.816,4.8,2.691,3.209,24.105,9.328,13.262,10.196,12.632,0.816,1.752,0.571,0.698,0.488,0.561,0.666,0.915,0.085,0.952,0.671,0,0.248,0,37.311,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.489,0.672,1.177,0.85,40.783,3.065,20.167,1.783,5.688,1.257
1692,11317,3.37,4.609,3.332,5.051,2.81,4.566,2.758,3.103,24.765,8.919,14.48,10.699,12.328,0.731,1.797,0.556,0.667,0.445,0.604,0.534,0.834,0.166,0.851,0.628,0,0.165,0,35.674,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.516,0.66,1.186,0.843,42.798,3.071,34.545,1.655,5.795,1.793
399,6791,3.482,3.77,3.087,4.313,2.799,4.424,2.707,2.987,19.514,9.52,11.844,9.797,11.687,0.924,1.541,0.649,0.807,0.652,0.612,0.853,0.972,0.028,0.987,0.789,0,0.152,0,38.081,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.397,0.716,1.103,0.907,39.187,2.943,12.308,1.634,0,0
1737,11512,3.642,3.955,3.606,4.545,2.796,4.568,2.809,3.524,23.993,10.415,12.427,10.764,12.06,0.921,1.626,0.615,0.801,0.642,0.615,0.848,0.968,0.032,0.97,0.82,0,0.159,0,41.662,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.261,0.793,1.29,0.775,43.054,3.201,20.566,1.626,0,0
1377,10087,3.167,3.313,3.084,4.058,2.795,3.963,2.863,3.084,18.311,7.877,10.407,7.987,10.276,0.956,1.452,0.689,0.78,0.609,0.722,0.914,0.986,0.014,0.987,0.695,0,0.198,0,31.509,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.316,0.76,1.103,0.906,31.948,2.939,19.149,1.384,0,0
239,5972,3.318,3.611,3.079,4.371,2.792,4.291,2.742,3.081,19.679,8.647,11.344,8.939,11.132,0.919,1.565,0.639,0.759,0.576,0.639,0.844,0.967,0.033,0.981,0.708,0,0.288,0,34.586,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.42,0.704,1.103,0.907,35.754,2.936,24.082,1.565,0,0
316,6372,3.685,4.156,3.197,4.916,2.791,4.979,2.799,3.165,22.967,10.665,13.058,11.099,12.65,0.887,1.761,0.568,0.75,0.562,0.562,0.786,0.961,0.039,0.969,0.777,0,0.172,0,42.658,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.538,0.65,1.145,0.873,44.394,2.994,25.469,1.779,3.756,2.862
1854,11922,3.129,3.589,2.823,4.165,2.789,4.031,2.631,2.679,17.17,7.689,11.275,8.055,10.741,0.872,1.493,0.67,0.751,0.564,0.653,0.76,0.955,0.045,0.953,0.662,0,0.151,0,30.756,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.475,0.678,1.012,0.988,32.221,2.806,28.846,1.532,3.558,2.239
2528,16320,3.466,3.604,3.511,3.975,2.788,3.857,2.821,3.484,20.369,9.433,11.322,9.533,11.22,0.962,1.426,0.701,0.872,0.76,0.731,0.925,0.99,0.01,0.991,0.851,0,0.154,0,37.734,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.132,0.883,1.259,0.794,38.133,3.149,16.889,1.367,0,0
365,6606,3.78,5.021,3.696,6.333,2.777,6.868,2.554,3.498,34.035,11.223,15.774,13.154,13.818,0.753,2.281,0.438,0.597,0.356,0.372,0.567,0.853,0.147,0.876,0.638,0,0.192,0,44.89,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.713,0.584,1.331,0.751,52.614,3.237,23.485,2.689,8.848,1.632
2979,22683,4.249,4.76,3.823,6.547,2.768,6.5,2.717,3.66,36.272,14.178,14.953,15.104,14.687,0.893,2.366,0.423,0.649,0.421,0.418,0.797,0.939,0.061,0.982,0.782,0,0.154,0,56.712,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.712,0.584,1.381,0.724,60.414,3.295,19.452,2.393,5.37,3.093
2215,13952,3.619,3.956,2.878,4.876,2.767,5.071,2.88,3.041,20.335,10.287,12.427,10.539,12.155,0.915,1.762,0.567,0.742,0.551,0.568,0.837,0.976,0.024,0.978,0.762,0,0.15,0,41.148,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.694,0.59,1.04,0.961,42.156,2.823,17.963,1.761,0,0
798,8373,3.395,3.696,3.325,4.33,2.757,4.252,2.753,3.351,20.786,9.054,11.611,9.173,11.182,0.919,1.57,0.637,0.784,0.615,0.647,0.844,0.987,0.013,0.963,0.758,0,0.165,0,36.215,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.302,0.768,1.206,0.829,36.692,3.041,31.719,1.545,0,0
2754,19310,3.277,3.507,2.83,4.242,2.753,4.016,2.72,2.904,17.304,8.436,11.018,8.661,10.904,0.934,1.541,0.649,0.773,0.597,0.677,0.873,0.974,0.026,0.99,0.722,0,0.147,0,33.745,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.499,0.667,1.028,0.973,34.644,2.791,15.577,1.477,0,0
521,7275,3.731,4.122,2.866,5.058,2.749,5.03,2.73,2.932,20.862,10.931,12.949,11.103,12.729,0.905,1.84,0.543,0.738,0.544,0.543,0.819,0.984,0.016,0.983,0.786,0,0.149,0,43.724,Reject,Reject,Reject,Reject,Reject,Reject,Reject,1.765,0.566,1.042,0.959,44.413,2.807,21.455,1.843,0,0
